BALANCE_CATEGORY,PREVIOUS_BALANCE_VALUE,CURRENT_BALANCE_VALUE,DT_REPORT,FILE_NAME,CATEGORY_CODE,BANK_ID,STATEMENT_TYPE
Gjithsej pasuritë,17774,21394,2017-03-31,zba_bs_31.12.2017.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,3349,5114,2017-03-31,zba_bs_31.12.2017.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,5702,7705,2017-03-31,zba_bs_31.12.2017.pdf,33,9,BALANCE_SHEET
Detyrimet tjera,40,10,2017-03-31,zba_bs_31.12.2017.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,9091,12829,2017-03-31,zba_bs_31.12.2017.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2017-03-31,zba_bs_31.12.2017.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,677,1318,2017-03-31,zba_bs_31.12.2017.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,640,117,2017-03-31,zba_bs_31.12.2017.pdf,42,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,8682,8566,2017-03-31,zba_bs_31.12.2017.pdf,44,9,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,17774,21394,2017-03-31,zba_bs_31.12.2017.pdf,45,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,2099,1273,2017-06-30,zba_bs_31.12.2017.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,130,274,2017-06-30,zba_bs_31.12.2017.pdf,21,9,BALANCE_SHEET
Investimet në letra me vlerë,6681,7003,2017-06-30,zba_bs_31.12.2017.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,11392,12088,2017-06-30,zba_bs_31.12.2017.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,432,403,2017-06-30,zba_bs_31.12.2017.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,578,535,2017-06-30,zba_bs_31.12.2017.pdf,28,9,BALANCE_SHEET
Pasuritë tjera,82,84,2017-06-30,zba_bs_31.12.2017.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,21394,21659,2017-06-30,zba_bs_31.12.2017.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,5114,6452,2017-06-30,zba_bs_31.12.2017.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,7705,6704,2017-06-30,zba_bs_31.12.2017.pdf,33,9,BALANCE_SHEET
Detyrimet tjera,10,36,2017-06-30,zba_bs_31.12.2017.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,12829,13192,2017-06-30,zba_bs_31.12.2017.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2017-06-30,zba_bs_31.12.2017.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,1318,1318,2017-06-30,zba_bs_31.12.2017.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,117,215,2017-06-30,zba_bs_31.12.2017.pdf,42,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,8566,8467,2017-06-30,zba_bs_31.12.2017.pdf,44,9,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,21394,21659,2017-06-30,zba_bs_31.12.2017.pdf,45,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,1273,1476,2017-09-30,zba_bs_31.12.2017.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,274,524,2017-09-30,zba_bs_31.12.2017.pdf,21,9,BALANCE_SHEET
Investimet në letra me vlerë,7003,7015,2017-09-30,zba_bs_31.12.2017.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,12088,12133,2017-09-30,zba_bs_31.12.2017.pdf,26,9,BALANCE_SHEET
