BALANCE_CATEGORY,PREVIOUS_BALANCE_VALUE,CURRENT_BALANCE_VALUE,DT_REPORT,FILE_NAME,CATEGORY_CODE,BANK_ID,STATEMENT_TYPE
Paraja e gatshme dhe gjendja me BQK-në,7739,7467,2022-03-31,zba_bs_31.12.2022.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,11378,1403,2022-03-31,zba_bs_31.12.2022.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2022-03-31,zba_bs_31.12.2022.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,7004,7019,2022-03-31,zba_bs_31.12.2022.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,65514,66706,2022-03-31,zba_bs_31.12.2022.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1731,1625,2022-03-31,zba_bs_31.12.2022.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,206,189,2022-03-31,zba_bs_31.12.2022.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,0,0,2022-03-31,zba_bs_31.12.2022.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,280,201,2022-03-31,zba_bs_31.12.2022.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,93851,84610,2022-03-31,zba_bs_31.12.2022.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,69870,63791,2022-03-31,zba_bs_31.12.2022.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,4034,4006,2022-03-31,zba_bs_31.12.2022.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,9545,6064,2022-03-31,zba_bs_31.12.2022.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2022-03-31,zba_bs_31.12.2022.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,905,925,2022-03-31,zba_bs_31.12.2022.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,84354,74786,2022-03-31,zba_bs_31.12.2022.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2022-03-31,zba_bs_31.12.2022.pdf,38,9,BALANCE_SHEET
Rezervat e kapitalit,8,7,2022-03-31,zba_bs_31.12.2022.pdf,40,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,1076,504,2022-03-31,zba_bs_31.12.2022.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,565,321,2022-03-31,zba_bs_31.12.2022.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0,0,2022-03-31,zba_bs_31.12.2022.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,9497,9824,2022-03-31,zba_bs_31.12.2022.pdf,44,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,7467,11498,2022-06-30,zba_bs_31.12.2022.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,1403,2028,2022-06-30,zba_bs_31.12.2022.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2022-06-30,zba_bs_31.12.2022.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,7019,6115,2022-06-30,zba_bs_31.12.2022.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,66706,80419,2022-06-30,zba_bs_31.12.2022.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1625,1527,2022-06-30,zba_bs_31.12.2022.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,189,172,2022-06-30,zba_bs_31.12.2022.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,0,0,2022-06-30,zba_bs_31.12.2022.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,201,238,2022-06-30,zba_bs_31.12.2022.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,84610,101997,2022-06-30,zba_bs_31.12.2022.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,63791,75059,2022-06-30,zba_bs_31.12.2022.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,4006,16080,2022-06-30,zba_bs_31.12.2022.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,6064,0,2022-06-30,zba_bs_31.12.2022.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2022-06-30,zba_bs_31.12.2022.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,925,853,2022-06-30,zba_bs_31.12.2022.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,74786,91992,2022-06-30,zba_bs_31.12.2022.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2022-06-30,zba_bs_31.12.2022.pdf,38,9,BALANCE_SHEET
Rezervat e kapitalit,7,0,2022-06-30,zba_bs_31.12.2022.pdf,40,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,504,504,2022-06-30,zba_bs_31.12.2022.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,321,509,2022-06-30,zba_bs_31.12.2022.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0,0,2022-06-30,zba_bs_31.12.2022.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,9824,10005,2022-06-30,zba_bs_31.12.2022.pdf,44,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,11498,10521,2022-09-30,zba_bs_31.12.2022.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,2028,1299,2022-09-30,zba_bs_31.12.2022.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2022-09-30,zba_bs_31.12.2022.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,6115,6121,2022-09-30,zba_bs_31.12.2022.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,80419,91457,2022-09-30,zba_bs_31.12.2022.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1527,1418,2022-09-30,zba_bs_31.12.2022.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,172,155,2022-09-30,zba_bs_31.12.2022.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,0,0,2022-09-30,zba_bs_31.12.2022.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,238,137,2022-09-30,zba_bs_31.12.2022.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,101997,111108,2022-09-30,zba_bs_31.12.2022.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,75059,76103,2022-09-30,zba_bs_31.12.2022.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,16080,24248,2022-09-30,zba_bs_31.12.2022.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,0,0,2022-09-30,zba_bs_31.12.2022.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2022-09-30,zba_bs_31.12.2022.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,853,872,2022-09-30,zba_bs_31.12.2022.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,91992,101224,2022-09-30,zba_bs_31.12.2022.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2022-09-30,zba_bs_31.12.2022.pdf,38,9,BALANCE_SHEET
Rezervat e kapitalit,0,0,2022-09-30,zba_bs_31.12.2022.pdf,40,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,504,504,2022-09-30,zba_bs_31.12.2022.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,509,389,2022-09-30,zba_bs_31.12.2022.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0,0,2022-09-30,zba_bs_31.12.2022.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,10005,9885,2022-09-30,zba_bs_31.12.2022.pdf,44,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,10521,11661,2022-12-31,zba_bs_31.12.2022.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,1299,10690,2022-12-31,zba_bs_31.12.2022.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2022-12-31,zba_bs_31.12.2022.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,6121,6811,2022-12-31,zba_bs_31.12.2022.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,91457,95909,2022-12-31,zba_bs_31.12.2022.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1418,1415,2022-12-31,zba_bs_31.12.2022.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,155,139,2022-12-31,zba_bs_31.12.2022.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,0,0,2022-12-31,zba_bs_31.12.2022.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,137,128,2022-12-31,zba_bs_31.12.2022.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,111108,126752,2022-12-31,zba_bs_31.12.2022.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,76103,83566,2022-12-31,zba_bs_31.12.2022.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,24248,22258,2022-12-31,zba_bs_31.12.2022.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,0,0,2022-12-31,zba_bs_31.12.2022.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2022-12-31,zba_bs_31.12.2022.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,872,699,2022-12-31,zba_bs_31.12.2022.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,101224,106522,2022-12-31,zba_bs_31.12.2022.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,20000,2022-12-31,zba_bs_31.12.2022.pdf,38,9,BALANCE_SHEET
Rezervat e kapitalit,0,0,2022-12-31,zba_bs_31.12.2022.pdf,40,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,504,504,2022-12-31,zba_bs_31.12.2022.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,389,734,2022-12-31,zba_bs_31.12.2022.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0,0,2022-12-31,zba_bs_31.12.2022.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,9885,20230,2022-12-31,zba_bs_31.12.2022.pdf,44,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,11661,12448,2023-03-31,zba_bs_31.12.2023.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,10690,1579,2023-03-31,zba_bs_31.12.2023.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2023-03-31,zba_bs_31.12.2023.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,6811,5920,2023-03-31,zba_bs_31.12.2023.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,95909,93524,2023-03-31,zba_bs_31.12.2023.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1726,1624,2023-03-31,zba_bs_31.12.2023.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,139,164,2023-03-31,zba_bs_31.12.2023.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,0,0,2023-03-31,zba_bs_31.12.2023.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,184,121,2023-03-31,zba_bs_31.12.2023.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,127119,115381,2023-03-31,zba_bs_31.12.2023.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,83566,84605,2023-03-31,zba_bs_31.12.2023.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,22258,8892,2023-03-31,zba_bs_31.12.2023.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,0,0,2023-03-31,zba_bs_31.12.2023.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2023-03-31,zba_bs_31.12.2023.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,1076,1253,2023-03-31,zba_bs_31.12.2023.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,106899,94751,2023-03-31,zba_bs_31.12.2023.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,20000,20000,2023-03-31,zba_bs_31.12.2023.pdf,38,9,BALANCE_SHEET
Rezervat e kapitalit,0,0,2023-03-31,zba_bs_31.12.2023.pdf,40,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,503,220,2023-03-31,zba_bs_31.12.2023.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,724,410,2023-03-31,zba_bs_31.12.2023.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0,0,2023-03-31,zba_bs_31.12.2023.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,20220,20630,2023-03-31,zba_bs_31.12.2023.pdf,44,9,BALANCE_SHEET
"Gjithsej detyrimet dhe ekuiteti i 
aksionarëve",127119,115381,2023-03-31,zba_bs_31.12.2023.pdf,45,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,12448,8772,2023-06-30,zba_bs_31.12.2023.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,1579,3451,2023-06-30,zba_bs_31.12.2023.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2023-06-30,zba_bs_31.12.2023.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,5920,3992,2023-06-30,zba_bs_31.12.2023.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,93524,97989,2023-06-30,zba_bs_31.12.2023.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1624,1512,2023-06-30,zba_bs_31.12.2023.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,164,146,2023-06-30,zba_bs_31.12.2023.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,0,0,2023-06-30,zba_bs_31.12.2023.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,121,106,2023-06-30,zba_bs_31.12.2023.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,115381,115967,2023-06-30,zba_bs_31.12.2023.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,84605,81731,2023-06-30,zba_bs_31.12.2023.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,8892,12370,2023-06-30,zba_bs_31.12.2023.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,0,0,2023-06-30,zba_bs_31.12.2023.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2023-06-30,zba_bs_31.12.2023.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,1253,1071,2023-06-30,zba_bs_31.12.2023.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,94751,95172,2023-06-30,zba_bs_31.12.2023.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,20000,20000,2023-06-30,zba_bs_31.12.2023.pdf,38,9,BALANCE_SHEET
Rezervat e kapitalit,0,0,2023-06-30,zba_bs_31.12.2023.pdf,40,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,220,220,2023-06-30,zba_bs_31.12.2023.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,410,575,2023-06-30,zba_bs_31.12.2023.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0,0,2023-06-30,zba_bs_31.12.2023.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,20630,20795,2023-06-30,zba_bs_31.12.2023.pdf,44,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,8772,12535,2023-09-30,zba_bs_31.12.2023.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,3451,7202,2023-09-30,zba_bs_31.12.2023.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2023-09-30,zba_bs_31.12.2023.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,3992,7019,2023-09-30,zba_bs_31.12.2023.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,97989,94755,2023-09-30,zba_bs_31.12.2023.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1512,2128,2023-09-30,zba_bs_31.12.2023.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,146,274,2023-09-30,zba_bs_31.12.2023.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,0,0,2023-09-30,zba_bs_31.12.2023.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,106,136,2023-09-30,zba_bs_31.12.2023.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,115967,124049,2023-09-30,zba_bs_31.12.2023.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,81731,78854,2023-09-30,zba_bs_31.12.2023.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,12370,23088,2023-09-30,zba_bs_31.12.2023.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,0,0,2023-09-30,zba_bs_31.12.2023.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2023-09-30,zba_bs_31.12.2023.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,1071,1205,2023-09-30,zba_bs_31.12.2023.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,95172,103147,2023-09-30,zba_bs_31.12.2023.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,20000,20000,2023-09-30,zba_bs_31.12.2023.pdf,38,9,BALANCE_SHEET
Rezervat e kapitalit,0,0,2023-09-30,zba_bs_31.12.2023.pdf,40,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,220,220,2023-09-30,zba_bs_31.12.2023.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,575,682,2023-09-30,zba_bs_31.12.2023.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0,0,2023-09-30,zba_bs_31.12.2023.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,20795,20902,2023-09-30,zba_bs_31.12.2023.pdf,44,9,BALANCE_SHEET
aksionarëve,115967,124049,2023-09-30,zba_bs_31.12.2023.pdf,45,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,12535,21624,2023-12-31,zba_bs_31.12.2023.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,7202,823,2023-12-31,zba_bs_31.12.2023.pdf,21,9,BALANCE_SHEET
Plasmanet ne Institucionet kreditore,0,4004,2023-12-31,zba_bs_31.12.2023.pdf,25,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,94755,91457,2023-12-31,zba_bs_31.12.2023.pdf,26,9,BALANCE_SHEET
Investimet në letra me vlerë,7019,7052,2023-12-31,zba_bs_31.12.2023.pdf,23,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,2128,2228,2023-12-31,zba_bs_31.12.2023.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,274,282,2023-12-31,zba_bs_31.12.2023.pdf,28,9,BALANCE_SHEET
Pasuritë tjera,136,136,2023-12-31,zba_bs_31.12.2023.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,124049,127605,2023-12-31,zba_bs_31.12.2023.pdf,31,9,BALANCE_SHEET
Detyrimet ndaj bankave,23088,30172,2023-12-31,zba_bs_31.12.2023.pdf,33,9,BALANCE_SHEET
Depozitat e klientëve,78854,73566,2023-12-31,zba_bs_31.12.2023.pdf,32,9,BALANCE_SHEET
Detyrimet tjera,1205,1063,2023-12-31,zba_bs_31.12.2023.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,103147,104801,2023-12-31,zba_bs_31.12.2023.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,20000,25000,2023-12-31,zba_bs_31.12.2023.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,220,220,2023-12-31,zba_bs_31.12.2023.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,682,2416,2023-12-31,zba_bs_31.12.2023.pdf,42,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,20902,22804,2023-12-31,zba_bs_31.12.2023.pdf,44,9,BALANCE_SHEET
aksionarëve,124049,127605,2023-12-31,zba_bs_31.12.2023.pdf,45,9,BALANCE_SHEET
Fitimi i mbajtur,0,1738,2024-03-31,zba_bs_31.12.2024.pdf,41,9,BALANCE_SHEET
Fitimi i mbajtur,0,1738,2024-06-30,zba_bs_31.12.2024.pdf,41,9,BALANCE_SHEET
Fitimi i mbajtur,0,1738,2024-09-30,zba_bs_31.12.2024.pdf,41,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,21624,10348,2024-12-31,zba_bs_31.12.2024.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,823,2488,2024-12-31,zba_bs_31.12.2024.pdf,21,9,BALANCE_SHEET
Plasmanet ne Institucionet kreditore,4004,3004,2024-12-31,zba_bs_31.12.2024.pdf,25,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,91743,92334,2024-12-31,zba_bs_31.12.2024.pdf,26,9,BALANCE_SHEET
Investimet në letra me vlerë,7052,7031,2024-12-31,zba_bs_31.12.2024.pdf,23,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1343,2291,2024-12-31,zba_bs_31.12.2024.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,282,281,2024-12-31,zba_bs_31.12.2024.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,213,213,2024-12-31,zba_bs_31.12.2024.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,1096,255,2024-12-31,zba_bs_31.12.2024.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,128179,118246,2024-12-31,zba_bs_31.12.2024.pdf,31,9,BALANCE_SHEET
Detyrimet ndaj bankave,3030,11664,2024-12-31,zba_bs_31.12.2024.pdf,33,9,BALANCE_SHEET
Depozitat e klientëve,73555,81859,2024-12-31,zba_bs_31.12.2024.pdf,32,9,BALANCE_SHEET
Detyrimet tjera,1191,1177,2024-12-31,zba_bs_31.12.2024.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,104918,94700,2024-12-31,zba_bs_31.12.2024.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,25000,25000,2024-12-31,zba_bs_31.12.2024.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur,220,1738,2024-12-31,zba_bs_31.12.2024.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) i vitit aktual,1959,284,2024-12-31,zba_bs_31.12.2024.pdf,42,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,23262,23545,2024-12-31,zba_bs_31.12.2024.pdf,44,9,BALANCE_SHEET
Gjithsej ekuiteti dhe detyrimet,128179,118246,2024-12-31,zba_bs_31.12.2024.pdf,45,9,BALANCE_SHEET
Bilanci i gjendjes me : 31.12.2025,0,0,2025-03-31,zba_bs_31.12.2025.pdf,,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,19999,30823,2025-03-31,zba_bs_31.12.2025.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,783,1240,2025-03-31,zba_bs_31.12.2025.pdf,21,9,BALANCE_SHEET
Plasmanet ne Institucionet kreditore,0,4000,2025-03-31,zba_bs_31.12.2025.pdf,25,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,103194,100315,2025-03-31,zba_bs_31.12.2025.pdf,26,9,BALANCE_SHEET
Investimet në letra me vlerë,6670,6321,2025-03-31,zba_bs_31.12.2025.pdf,23,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1839,1743,2025-03-31,zba_bs_31.12.2025.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,333,350,2025-03-31,zba_bs_31.12.2025.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,123,123,2025-03-31,zba_bs_31.12.2025.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,689,729,2025-03-31,zba_bs_31.12.2025.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,133629,145642,2025-03-31,zba_bs_31.12.2025.pdf,31,9,BALANCE_SHEET
Detyrimet ndaj bankave,9007,14057,2025-03-31,zba_bs_31.12.2025.pdf,33,9,BALANCE_SHEET
Depozitat e klientëve,98608,106654,2025-03-31,zba_bs_31.12.2025.pdf,32,9,BALANCE_SHEET
Fondet tjera të huazuara,0,0,2025-03-31,zba_bs_31.12.2025.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2025-03-31,zba_bs_31.12.2025.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,1024,1030,2025-03-31,zba_bs_31.12.2025.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,108640,121742,2025-03-31,zba_bs_31.12.2025.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,25000,25000,2025-03-31,zba_bs_31.12.2025.pdf,38,9,BALANCE_SHEET
Rezervat e kapitalit,0,0,2025-03-31,zba_bs_31.12.2025.pdf,40,9,BALANCE_SHEET
Fitimi i mbajtur,951,951,2025-03-31,zba_bs_31.12.2025.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) i vitit aktual,962,2051,2025-03-31,zba_bs_31.12.2025.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0,0,2025-03-31,zba_bs_31.12.2025.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,24989,23900,2025-03-31,zba_bs_31.12.2025.pdf,44,9,BALANCE_SHEET
Gjithsej ekuiteti dhe detyrimet,133629,145642,2025-03-31,zba_bs_31.12.2025.pdf,45,9,BALANCE_SHEET
Bilanci i gjendjes me : 30.09.2025,0,0,2025-06-30,zba_bs_31.12.2025.pdf,,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,17603,19999,2025-06-30,zba_bs_31.12.2025.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,14083,783,2025-06-30,zba_bs_31.12.2025.pdf,21,9,BALANCE_SHEET
Plasmanet ne Institucionet kreditore,0,0,2025-06-30,zba_bs_31.12.2025.pdf,25,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,100917,103194,2025-06-30,zba_bs_31.12.2025.pdf,26,9,BALANCE_SHEET
Investimet në letra me vlerë,6454,6670,2025-06-30,zba_bs_31.12.2025.pdf,23,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,2002,1839,2025-06-30,zba_bs_31.12.2025.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,317,333,2025-06-30,zba_bs_31.12.2025.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,123,123,2025-06-30,zba_bs_31.12.2025.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,649,689,2025-06-30,zba_bs_31.12.2025.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,142147,133629,2025-06-30,zba_bs_31.12.2025.pdf,31,9,BALANCE_SHEET
Detyrimet ndaj bankave,17010,9007,2025-06-30,zba_bs_31.12.2025.pdf,33,9,BALANCE_SHEET
Depozitat e klientëve,99365,98608,2025-06-30,zba_bs_31.12.2025.pdf,32,9,BALANCE_SHEET
Fondet tjera të huazuara,0,0,2025-06-30,zba_bs_31.12.2025.pdf,34,9,BALANCE_SHEET
